# i   j          x          y        u_x        u_y        |u|
#-------------------------------------------------------------
 84 100  4.200e+00  5.000e+00  8.596e-11  2.417e-11  8.930e-11
 84 104  4.200e+00  5.200e+00  8.197e-11  1.833e-11  8.399e-11
 84 108  4.200e+00  5.400e+00  7.896e-11  1.326e-11  8.007e-11
 84 112  4.200e+00  5.600e+00  7.685e-11  8.715e-12  7.734e-11
 84 116  4.200e+00  5.800e+00  7.557e-11  4.520e-12  7.571e-11
 84 120  4.200e+00  6.000e+00  7.508e-11  0.000e+00  7.508e-11

 88   0  4.400e+00  0.000e+00 -0.000e+00 -1.198e-10  1.198e-10
 88   4  4.400e+00  2.000e-01  3.435e-11 -1.229e-10  1.276e-10
 88   8  4.400e+00  4.000e-01  7.027e-11 -1.316e-10  1.492e-10
 88  12  4.400e+00  6.000e-01  1.096e-10 -1.469e-10  1.833e-10
 88  16  4.400e+00  8.000e-01  1.547e-10 -1.697e-10  2.297e-10
 88  20  4.400e+00  1.000e+00  2.093e-10 -2.010e-10  2.902e-10
 88  24  4.400e+00  1.200e+00  2.791e-10 -2.411e-10  3.688e-10
 88  28  4.400e+00  1.400e+00  3.744e-10 -2.865e-10  4.715e-10
 88  32  4.400e+00  1.600e+00  5.109e-10 -3.216e-10  6.037e-10
 88  36  4.400e+00  1.800e+00  6.982e-10 -2.988e-10  7.594e-10
 88  40  4.400e+00  2.000e+00  8.752e-10 -1.400e-10  8.863e-10
 88  44  4.400e+00  2.200e+00  8.785e-10  1.135e-10  8.858e-10
 88  48  4.400e+00  2.400e+00  7.098e-10  2.702e-10  7.595e-10
 88  52  4.400e+00  2.600e+00  5.323e-10  2.911e-10  6.067e-10
 88  56  4.400e+00  2.800e+00  4.060e-10  2.542e-10  4.790e-10
 88  60  4.400e+00  3.000e+00  3.212e-10  2.067e-10  3.820e-10
 88  64  4.400e+00  3.200e+00  2.625e-10  1.638e-10  3.094e-10
 88  68  4.400e+00  3.400e+00  2.199e-10  1.288e-10  2.548e-10
 88  72  4.400e+00  3.600e+00  1.878e-10  1.012e-10  2.134e-10
 88  76  4.400e+00  3.800e+00  1.631e-10  7.973e-11  1.815e-10
 88  80  4.400e+00  4.000e+00  1.436e-10  6.301e-11  1.568e-10
 88  84  4.400e+00  4.200e+00  1.281e-10  4.993e-11  1.375e-10
 88  88  4.400e+00  4.400e+00  1.157e-10  3.961e-11  1.223e-10
 88  92  4.400e+00  4.600e+00  1.058e-10  3.136e-11  1.103e-10
 88  96  4.400e+00  4.800e+00  9.789e-11  2.467e-11  1.010e-10
 88 100  4.400e+00  5.000e+00  9.166e-11  1.914e-11  9.364e-11
 88 104  4.400e+00  5.200e+00  8.685e-11  1.449e-11  8.805e-11
 88 108  4.400e+00  5.400e+00  8.325e-11  1.046e-11  8.391e-11
 88 112  4.400e+00  5.600e+00  8.074e-11  6.866e-12  8.104e-11
 88 116  4.400e+00  5.800e+00  7.923e-11  3.558e-12  7.931e-11
 88 120  4.400e+00  6.000e+00  7.866e-11  0.000e+00  7.866e-11

 92   0  4.600e+00  0.000e+00 -0.000e+00 -8.321e-11  8.321e-11
 92   4  4.600e+00  2.000e-01  3.924e-11 -8.532e-11  9.391e-11
 92   8  4.600e+00  4.000e-01  8.037e-11 -9.140e-11  1.217e-10
 92  12  4.600e+00  6.000e-01  1.254e-10 -1.019e-10  1.616e-10
 92  16  4.600e+00  8.000e-01  1.769e-10 -1.170e-10  2.121e-10
 92  20  4.600e+00  1.000e+00  2.378e-10 -1.366e-10  2.742e-10
 92  24  4.600e+00  1.200e+00  3.118e-10 -1.591e-10  3.500e-10
 92  28  4.600e+00  1.400e+00  4.028e-10 -1.792e-10  4.408e-10
 92  32  4.600e+00  1.600e+00  5.117e-10 -1.840e-10  5.438e-10
 92  36  4.600e+00  1.800e+00  6.272e-10 -1.516e-10  6.453e-10
 92  40  4.600e+00  2.000e+00  7.113e-10 -6.605e-11  7.144e-10
 92  44  4.600e+00  2.200e+00  7.156e-10  4.760e-11  7.172e-10
 92  48  4.600e+00  2.400e+00  6.405e-10  1.323e-10  6.540e-10
 92  52  4.600e+00  2.600e+00  5.347e-10  1.635e-10  5.591e-10
 92  56  4.600e+00  2.800e+00  4.360e-10  1.574e-10  4.636e-10
 92  60  4.600e+00  3.000e+00  3.560e-10  1.358e-10  3.810e-10
 92  64  4.600e+00  3.200e+00  2.938e-10  1.112e-10  3.141e-10
 92  68  4.600e+00  3.400e+00  2.457e-10  8.899e-11  2.613e-10
 92  72  4.600e+00  3.600e+00  2.083e-10  7.052e-11  2.199e-10
 92  76  4.600e+00  3.800e+00  1.791e-10  5.572e-11  1.876e-10
 92  80  4.600e+00  4.000e+00  1.562e-10  4.405e-11  1.623e-10
 92  84  4.600e+00  4.200e+00  1.380e-10  3.486e-11  1.423e-10
 92  88  4.600e+00  4.400e+00  1.236e-10  2.760e-11  1.266e-10
 92  92  4.600e+00  4.600e+00  1.121e-10  2.181e-11  1.142e-10
 92  96  4.600e+00  4.800e+00  1.031e-10  1.712e-11  1.045e-10
 92 100  4.600e+00  5.000e+00  9.596e-11  1.326e-11  9.688e-11
 92 104  4.600e+00  5.200e+00  9.051e-11  1.002e-11  9.106e-11
 92 108  4.600e+00  5.400e+00  8.646e-11  7.223e-12  8.676e-11
 92 112  4.600e+00  5.600e+00  8.365e-11  4.738e-12  8.378e-11
 92 116  4.600e+00  5.800e+00  8.195e-11  2.454e-12  8.199e-11
 92 120  4.600e+00  6.000e+00  8.131e-11  0.000e+00  8.131e-11

 96   0  4.800e+00  0.000e+00 -0.000e+00 -4.263e-11  4.263e-11
 96   4  4.800e+00  2.000e-01  4.227e-11 -4.371e-11  6.081e-11
 96   8  4.800e+00  4.000e-01  8.656e-11 -4.681e-11  9.841e-11
 96  12  4.800e+00  6.000e-01  1.350e-10 -5.206e-11  1.447e-10
 96  16  4.800e+00  8.000e-01  1.898e-10 -5.948e-11  1.989e-10
 96  20  4.800e+00  1.000e+00  2.533e-10 -6.871e-11  2.625e-10
 96  24  4.800e+00  1.200e+00  3.272e-10 -7.843e-11  3.365e-10
 96  28  4.800e+00  1.400e+00  4.114e-10 -8.537e-11  4.202e-10
 96  32  4.800e+00  1.600e+00  5.014e-10 -8.346e-11  5.083e-10
 96  36  4.800e+00  1.800e+00  5.839e-10 -6.513e-11  5.875e-10
 96  40  4.800e+00  2.000e+00  6.372e-10 -2.781e-11  6.378e-10
 96  44  4.800e+00  2.200e+00  6.418e-10  1.833e-11  6.421e-10
 96  48  4.800e+00  2.400e+00  5.979e-10  5.532e-11  6.004e-10
 96  52  4.800e+00  2.600e+00  5.252e-10  7.310e-11  5.303e-10
 96  56  4.800e+00  2.800e+00  4.458e-10  7.433e-11  4.519e-10
 96  60  4.800e+00  3.000e+00  3.728e-10  6.657e-11  3.787e-10
 96  64  4.800e+00  3.200e+00  3.110e-10  5.580e-11  3.160e-10
 96  68  4.800e+00  3.400e+00  2.608e-10  4.523e-11  2.647e-10
 96  72  4.800e+00  3.600e+00  2.208e-10  3.607e-11  2.237e-10
 96  76  4.800e+00  3.800e+00  1.891e-10  2.858e-11  1.912e-10
 96  80  4.800e+00  4.000e+00  1.640e-10  2.261e-11  1.656e-10
 96  84  4.800e+00  4.200e+00  1.442e-10  1.789e-11  1.453e-10
 96  88  4.800e+00  4.400e+00  1.285e-10  1.415e-11  1.293e-10
 96  92  4.800e+00  4.600e+00  1.161e-10  1.116e-11  1.166e-10
 96  96  4.800e+00  4.800e+00  1.063e-10  8.752e-12  1.066e-10
 96 100  4.800e+00  5.000e+00  9.864e-11  6.771e-12  9.887e-11
 96 104  4.800e+00  5.200e+00  9.278e-11  5.110e-12  9.292e-11
 96 108  4.800e+00  5.400e+00  8.845e-11  3.681e-12  8.853e-11
 96 112  4.800e+00  5.600e+00  8.544e-11  2.413e-12  8.548e-11
 96 116  4.800e+00  5.800e+00  8.363e-11  1.249e-12  8.364e-11
 96 120  4.800e+00  6.000e+00  8.295e-11  0.000e+00  8.295e-11

100   0  5.000e+00  0.000e+00 -0.000e+00 -4.168e-14  4.168e-14
100   4  5.000e+00  2.000e-01  4.329e-11 -4.119e-14  4.329e-11
100   8  5.000e+00  4.000e-01  8.864e-11 -3.989e-14  8.864e-11
100  12  5.000e+00  6.000e-01  1.382e-10 -3.791e-14  1.382e-10
100  16  5.000e+00  8.000e-01  1.940e-10 -3.561e-14  1.940e-10
100  20  5.000e+00  1.000e+00  2.581e-10 -3.358e-14  2.581e-10
100  24  5.000e+00  1.200e+00  3.316e-10 -3.270e-14  3.316e-10
100  28  5.000e+00  1.400e+00  4.131e-10 -3.424e-14  4.131e-10
100  32  5.000e+00  1.600e+00  4.967e-10 -3.962e-14  4.967e-10
100  36  5.000e+00  1.800e+00  5.699e-10 -4.984e-14  5.699e-10
100  40  5.000e+00  2.000e+00  6.155e-10 -6.448e-14  6.155e-10
100  44  5.000e+00  2.200e+00  6.202e-10 -8.099e-14  6.202e-10
100  48  5.000e+00  2.400e+00  5.841e-10 -9.557e-14  5.841e-10
100  52  5.000e+00  2.600e+00  5.208e-10 -1.053e-13  5.208e-10
100  56  5.000e+00  2.800e+00  4.478e-10 -1.093e-13  4.478e-10
100  60  5.000e+00  3.000e+00  3.776e-10 -1.085e-13  3.776e-10
100  64  5.000e+00  3.200e+00  3.164e-10 -1.043e-13  3.164e-10
100  68  5.000e+00  3.400e+00  2.658e-10 -9.783e-14  2.658e-10
100  72  5.000e+00  3.600e+00  2.249e-10 -9.022e-14  2.249e-10
100  76  5.000e+00  3.800e+00  1.924e-10 -8.205e-14  1.924e-10
100  80  5.000e+00  4.000e+00  1.667e-10 -7.371e-14  1.667e-10
100  84  5.000e+00  4.200e+00  1.463e-10 -6.544e-14  1.463e-10
100  88  5.000e+00  4.400e+00  1.301e-10 -5.735e-14  1.301e-10
100  92  5.000e+00  4.600e+00  1.174e-10 -4.951e-14  1.174e-10
100  96  5.000e+00  4.800e+00  1.074e-10 -4.194e-14  1.074e-10
100 100  5.000e+00  5.000e+00  9.954e-11 -3.462e-14  9.954e-11
100 104  5.000e+00  5.200e+00  9.355e-11 -2.755e-14  9.355e-11
100 108  5.000e+00  5.400e+00  8.912e-11 -2.068e-14  8.912e-11
100 112  5.000e+00  5.600e+00  8.604e-11 -1.396e-14  8.604e-11
100 116  5.000e+00  5.800e+00  8.420e-11 -7.359e-15  8.420e-11
100 120  5.000e+00  6.000e+00  8.350e-11  0.000e+00  8.350e-11

104   0  5.200e+00  0.000e+00 -0.000e+00  4.255e-11  4.255e-11
104   4  5.200e+00  2.000e-01  4.227e-11  4.363e-11  6.075e-11
104   8  5.200e+00  4.000e-01  8.656e-11  4.672e-11  9.837e-11
104  12  5.200e+00  6.000e-01  1.350e-10  5.198e-11  1.447e-10
104  16  5.200e+00  8.000e-01  1.898e-10  5.940e-11  1.989e-10
104  20  5.200e+00  1.000e+00  2.533e-10  6.864e-11  2.624e-10
104  24  5.200e+00  1.200e+00  3.272e-10  7.836e-11  3.364e-10
104  28  5.200e+00  1.400e+00  4.114e-10  8.531e-11  4.202e-10
104  32  5.200e+00  1.600e+00  5.014e-10  8.339e-11  5.083e-10
104  36  5.200e+00  1.800e+00  5.839e-10  6.504e-11  5.876e-10
104  40  5.200e+00  2.000e+00  6.373e-10  2.769e-11  6.379e-10
104  44  5.200e+00  2.200e+00  6.419e-10 -1.850e-11  6.421e-10
104  48  5.200e+00  2.400e+00  5.979e-10 -5.551e-11  6.005e-10
104  52  5.200e+00  2.600e+00  5.252e-10 -7.331e-11  5.303e-10
104  56  5.200e+00  2.800e+00  4.458e-10 -7.455e-11  4.520e-10
104  60  5.200e+00  3.000e+00  3.728e-10 -6.679e-11  3.787e-10
104  64  5.200e+00  3.200e+00  3.110e-10 -5.601e-11  3.160e-10
104  68  5.200e+00  3.400e+00  2.608e-10 -4.543e-11  2.647e-10
104  72  5.200e+00  3.600e+00  2.208e-10 -3.625e-11  2.237e-10
104  76  5.200e+00  3.800e+00  1.891e-10 -2.875e-11  1.912e-10
104  80  5.200e+00  4.000e+00  1.640e-10 -2.276e-11  1.656e-10
104  84  5.200e+00  4.200e+00  1.442e-10 -1.802e-11  1.453e-10
104  88  5.200e+00  4.400e+00  1.285e-10 -1.426e-11  1.293e-10
104  92  5.200e+00  4.600e+00  1.160e-10 -1.126e-11  1.166e-10
104  96  5.200e+00  4.800e+00  1.063e-10 -8.835e-12  1.066e-10
104 100  5.200e+00  5.000e+00  9.862e-11 -6.840e-12  9.886e-11
104 104  5.200e+00  5.200e+00  9.277e-11 -5.165e-12  9.291e-11
104 108  5.200e+00  5.400e+00  8.844e-11 -3.722e-12  8.851e-11
104 112  5.200e+00  5.600e+00  8.543e-11 -2.441e-12  8.546e-11
104 116  5.200e+00  5.800e+00  8.362e-11 -1.264e-12  8.363e-11
104 120  5.200e+00  6.000e+00  8.294e-11  0.000e+00  8.294e-11

108   0  5.400e+00  0.000e+00 -0.000e+00  8.312e-11  8.312e-11
108   4  5.400e+00  2.000e-01  3.923e-11  8.524e-11  9.383e-11
108   8  5.400e+00  4.000e-01  8.036e-11  9.132e-11  1.216e-10
108  12  5.400e+00  6.000e-01  1.254e-10  1.018e-10  1.615e-10
108  16  5.400e+00  8.000e-01  1.769e-10  1.169e-10  2.120e-10
108  20  5.400e+00  1.000e+00  2.378e-10  1.365e-10  2.742e-10
108  24  5.400e+00  1.200e+00  3.118e-10  1.591e-10  3.500e-10
108  28  5.400e+00  1.400e+00  4.028e-10  1.791e-10  4.408e-10
108  32  5.400e+00  1.600e+00  5.118e-10  1.839e-10  5.438e-10
108  36  5.400e+00  1.800e+00  6.273e-10  1.515e-10  6.453e-10
108  40  5.400e+00  2.000e+00  7.114e-10  6.593e-11  7.144e-10
108  44  5.400e+00  2.200e+00  7.156e-10 -4.777e-11  7.172e-10
108  48  5.400e+00  2.400e+00  6.405e-10 -1.325e-10  6.541e-10
108  52  5.400e+00  2.600e+00  5.347e-10 -1.637e-10  5.592e-10
108  56  5.400e+00  2.800e+00  4.360e-10 -1.576e-10  4.637e-10
108  60  5.400e+00  3.000e+00  3.560e-10 -1.360e-10  3.811e-10
108  64  5.400e+00  3.200e+00  2.938e-10 -1.114e-10  3.142e-10
108  68  5.400e+00  3.400e+00  2.456e-10 -8.919e-11  2.613e-10
108  72  5.400e+00  3.600e+00  2.083e-10 -7.070e-11  2.200e-10
108  76  5.400e+00  3.800e+00  1.791e-10 -5.589e-11  1.876e-10
108  80  5.400e+00  4.000e+00  1.561e-10 -4.420e-11  1.623e-10
108  84  5.400e+00  4.200e+00  1.380e-10 -3.499e-11  1.423e-10
108  88  5.400e+00  4.400e+00  1.235e-10 -2.772e-11  1.266e-10
108  92  5.400e+00  4.600e+00  1.121e-10 -2.191e-11  1.142e-10
108  96  5.400e+00  4.800e+00  1.030e-10 -1.720e-11  1.045e-10
108 100  5.400e+00  5.000e+00  9.593e-11 -1.333e-11  9.686e-11
108 104  5.400e+00  5.200e+00  9.048e-11 -1.007e-11  9.104e-11
108 108  5.400e+00  5.400e+00  8.644e-11 -7.263e-12  8.674e-11
108 112  5.400e+00  5.600e+00  8.362e-11 -4.766e-12  8.376e-11
108 116  5.400e+00  5.800e+00  8.193e-11 -2.468e-12  8.197e-11
108 120  5.400e+00  6.000e+00  8.129e-11  0.000e+00  8.129e-11

112   0  5.600e+00  0.000e+00 -0.000e+00  1.197e-10  1.197e-10
112   4  5.600e+00  2.000e-01  3.434e-11  1.228e-10  1.275e-10
112   8  5.600e+00  4.000e-01  7.026e-11  1.316e-10  1.491e-10
112  12  5.600e+00  6.000e-01  1.096e-10  1.469e-10  1.832e-10
112  16  5.600e+00  8.000e-01  1.547e-10  1.697e-10  2.296e-10
112  20  5.600e+00  1.000e+00  2.092e-10  2.010e-10  2.901e-10
112  24  5.600e+00  1.200e+00  2.791e-10  2.411e-10  3.688e-10
112  28  5.600e+00  1.400e+00  3.744e-10  2.865e-10  4.714e-10
112  32  5.600e+00  1.600e+00  5.109e-10  3.215e-10  6.037e-10
112  36  5.600e+00  1.800e+00  6.983e-10  2.987e-10  7.595e-10
112  40  5.600e+00  2.000e+00  8.753e-10  1.399e-10  8.864e-10
112  44  5.600e+00  2.200e+00  8.786e-10 -1.137e-10  8.860e-10
112  48  5.600e+00  2.400e+00  7.099e-10 -2.705e-10  7.597e-10
112  52  5.600e+00  2.600e+00  5.323e-10 -2.913e-10  6.068e-10
112  56  5.600e+00  2.800e+00  4.060e-10 -2.545e-10  4.792e-10
112  60  5.600e+00  3.000e+00  3.212e-10 -2.069e-10  3.821e-10
112  64  5.600e+00  3.200e+00  2.624e-10 -1.640e-10  3.095e-10
112  68  5.600e+00  3.400e+00  2.198e-10 -1.290e-10  2.549e-10
112  72  5.600e+00  3.600e+00  1.878e-10 -1.014e-10  2.134e-10
112  76  5.600e+00  3.800e+00  1.630e-10 -7.990e-11  1.815e-10
112  80  5.600e+00  4.000e+00  1.435e-10 -6.316e-11  1.568e-10
112  84  5.600e+00  4.200e+00  1.280e-10 -5.006e-11  1.375e-10
112  88  5.600e+00  4.400e+00  1.157e-10 -3.972e-11  1.223e-10
112  92  5.600e+00  4.600e+00  1.057e-10 -3.145e-11  1.103e-10
112  96  5.600e+00  4.800e+00  9.785e-11 -2.475e-11  1.009e-10
112 100  5.600e+00  5.000e+00  9.162e-11 -1.921e-11  9.361e-11
112 104  5.600e+00  5.200e+00  8.681e-11 -1.454e-11  8.801e-11
112 108  5.600e+00  5.400e+00  8.321e-11 -1.050e-11  8.387e-11
112 112  5.600e+00  5.600e+00  8.070e-11 -6.893e-12  8.100e-11
112 116  5.600e+00  5.800e+00  7.919e-11 -3.572e-12  7.927e-11
112 120  5.600e+00  6.000e+00  7.862e-11  0.000e+00  7.862e-11

116   0  5.800e+00  0.000e+00 -0.000e+00  1.507e-10  1.507e-10
116   4  5.800e+00  2.000e-01  2.790e-11  1.545e-10  1.570e-10
116   8  5.800e+00  4.000e-01  5.684e-11  1.653e-10  1.748e-10
116  12  5.800e+00  6.000e-01  8.809e-11  1.845e-10  2.044e-10
116  16  5.800e+00  8.000e-01  1.235e-10  2.138e-10  2.469e-10
116  20  5.800e+00  1.000e+00  1.660e-10  2.562e-10  3.053e-10
116  24  5.800e+00  1.200e+00  2.220e-10  3.162e-10  3.863e-10
116  28  5.800e+00  1.400e+00  3.052e-10  3.994e-10  5.026e-10
116  32  5.800e+00  1.600e+00  4.506e-10  5.079e-10  6.790e-10
116  36  5.800e+00  1.800e+00  7.478e-10  5.978e-10  9.574e-10
116  40  5.800e+00  2.000e+00  1.258e-09  3.508e-10  1.306e-09
116  44  5.800e+00  2.200e+00  1.257e-09 -3.192e-10  1.297e-09
116  48  5.800e+00  2.400e+00  7.566e-10 -5.596e-10  9.410e-10
116  52  5.800e+00  2.600e+00  4.702e-10 -4.676e-10  6.632e-10
116  56  5.800e+00  2.800e+00  3.347e-10 -3.573e-10  4.896e-10
116  60  5.800e+00  3.000e+00  2.614e-10 -2.716e-10  3.770e-10
116  64  5.800e+00  3.200e+00  2.156e-10 -2.083e-10  2.998e-10
116  68  5.800e+00  3.400e+00  1.839e-10 -1.613e-10  2.446e-10
116  72  5.800e+00  3.600e+00  1.602e-10 -1.260e-10  2.038e-10
116  76  5.800e+00  3.800e+00  1.417e-10 -9.918e-11  1.730e-10
116  80  5.800e+00  4.000e+00  1.270e-10 -7.852e-11  1.493e-10
116  84  5.800e+00  4.200e+00  1.150e-10 -6.241e-11  1.309e-10
116  88  5.800e+00  4.400e+00  1.053e-10 -4.967e-11  1.164e-10
116  92  5.800e+00  4.600e+00  9.741e-11 -3.946e-11  1.051e-10
116  96  5.800e+00  4.800e+00  9.102e-11 -3.114e-11  9.620e-11
116 100  5.800e+00  5.000e+00  8.591e-11 -2.424e-11  8.926e-11
116 104  5.800e+00  5.200e+00  8.191e-11 -1.838e-11  8.395e-11
116 108  5.800e+00  5.400e+00  7.891e-11 -1.329e-11  8.002e-11
116 112  5.800e+00  5.600e+00  7.680e-11 -8.742e-12  7.729e-11
116 116  5.800e+00  5.800e+00  7.552e-11 -4.533e-12  7.566e-11
116 120  5.800e+00  6.000e+00  7.503e-11  0.000e+00  7.503e-11

120   0  6.000e+00  0.000e+00 -0.000e+00  1.749e-10  1.749e-10
120   4  6.000e+00  2.000e-01  2.044e-11  1.789e-10  1.801e-10
120   8  6.000e+00  4.000e-01  4.120e-11  1.909e-10  1.953e-10
120  12  6.000e+00  6.000e-01  6.267e-11  2.121e-10  2.212e-10
120  16  6.000e+00  8.000e-01  8.541e-11  2.451e-10  2.595e-10
120  20  6.000e+00  1.000e+00  1.105e-10  2.943e-10  3.143e-10
120  24  6.000e+00  1.200e+00  1.403e-10  3.679e-10  3.938e-10
120  28  6.000e+00  1.400e+00  1.815e-10  4.832e-10  5.162e-10
120  32  6.000e+00  1.600e+00  2.557e-10  6.819e-10  7.283e-10
120  36  6.000e+00  1.800e+00  4.556e-10  1.098e-09  1.189e-09
120  40  6.000e+00  2.000e+00  1.386e-09  1.342e-09  1.929e-09
120  44  6.000e+00  2.200e+00  1.367e-09 -1.308e-09  1.892e-09
120  48  6.000e+00  2.400e+00  4.636e-10 -1.046e-09  1.144e-09
120  52  6.000e+00  2.600e+00  2.745e-10 -6.316e-10  6.886e-10
120  56  6.000e+00  2.800e+00  2.091e-10 -4.318e-10  4.798e-10
120  60  6.000e+00  3.000e+00  1.767e-10 -3.139e-10  3.602e-10
120  64  6.000e+00  3.200e+00  1.558e-10 -2.364e-10  2.832e-10
120  68  6.000e+00  3.400e+00  1.402e-10 -1.821e-10  2.298e-10
120  72  6.000e+00  3.600e+00  1.275e-10 -1.423e-10  1.911e-10
120  76  6.000e+00  3.800e+00  1.168e-10 -1.124e-10  1.621e-10
120  80  6.000e+00  4.000e+00  1.077e-10 -8.941e-11  1.400e-10
120  84  6.000e+00  4.200e+00  9.986e-11 -7.142e-11  1.228e-10
120  88  6.000e+00  4.400e+00  9.320e-11 -5.713e-11  1.093e-10
120  92  6.000e+00  4.600e+00  8.758e-11 -4.560e-11  9.874e-11
120  96  6.000e+00  4.800e+00  8.291e-11 -3.614e-11  9.044e-11
120 100  6.000e+00  5.000e+00  7.908e-11 -2.822e-11  8.397e-11
120 104  6.000e+00  5.200e+00  7.604e-11 -2.147e-11  7.901e-11
120 108  6.000e+00  5.400e+00  7.371e-11 -1.556e-11  7.534e-11
120 112  6.000e+00  5.600e+00  7.207e-11 -1.025e-11  7.279e-11
120 116  6.000e+00  5.800e+00  7.106e-11 -5.321e-12  7.126e-11
120 120  6.000e+00  6.000e+00  7.068e-11  0.000e+00  7.068e-11

124   0  6.200e+00  0.000e+00 -0.000e+00  1.914e-10  1.914e-10
124   4  6.200e+00  2.000e-01  1.266e-11  1.955e-10  1.959e-10
124   8  6.200e+00  4.000e-01  2.487e-11  2.073e-10  2.088e-10
124  12  6.200e+00  6.000e-01  3.603e-11  2.283e-10  2.311e-10
124  16  6.200e+00  8.000e-01  4.521e-11  2.607e-10  2.646e-10
124  20  6.200e+00  1.000e+00  5.072e-11  3.090e-10  3.131e-10
124  24  6.200e+00  1.200e+00  4.909e-11  3.810e-10  3.842e-10
124  28  6.200e+00  1.400e+00  3.202e-11  4.935e-10  4.945e-10
124  32  6.200e+00  1.600e+00 -2.560e-11  6.858e-10  6.863e-10
124  36  6.200e+00  1.800e+00 -2.259e-10  1.077e-09  1.100e-09
124  40  6.200e+00  2.000e+00 -1.174e-09  1.220e-09  1.693e-09
124  44  6.200e+00  2.200e+00 -1.148e-09 -1.178e-09  1.645e-09
124  48  6.200e+00  2.400e+00 -2.118e-10 -1.016e-09  1.038e-09
124  52  6.200e+00  2.600e+00 -6.748e-12 -6.277e-10  6.277e-10
124  56  6.200e+00  2.800e+00  5.766e-11 -4.342e-10  4.380e-10
124  60  6.200e+00  3.000e+00  8.207e-11 -3.189e-10  3.293e-10
124  64  6.200e+00  3.200e+00  9.137e-11 -2.427e-10  2.593e-10
124  68  6.200e+00  3.400e+00  9.384e-11 -1.888e-10  2.108e-10
124  72  6.200e+00  3.600e+00  9.295e-11 -1.490e-10  1.757e-10
124  76  6.200e+00  3.800e+00  9.039e-11 -1.188e-10  1.493e-10
124  80  6.200e+00  4.000e+00  8.707e-11 -9.537e-11  1.291e-10
124  84  6.200e+00  4.200e+00  8.352e-11 -7.680e-11  1.135e-10
124  88  6.200e+00  4.400e+00  8.004e-11 -6.188e-11  1.012e-10
124  92  6.200e+00  4.600e+00  7.682e-11 -4.970e-11  9.149e-11
124  96  6.200e+00  4.800e+00  7.395e-11 -3.959e-11  8.388e-11
124 100  6.200e+00  5.000e+00  7.148e-11 -3.106e-11  7.794e-11
124 104  6.200e+00  5.200e+00  6.944e-11 -2.372e-11  7.338e-11
124 108  6.200e+00  5.400e+00  6.785e-11 -1.724e-11  7.000e-11
124 112  6.200e+00  5.600e+00  6.669e-11 -1.138e-11  6.766e-11
124 116  6.200e+00  5.800e+00  6.598e-11 -5.914e-12  6.625e-11
124 120  6.200e+00  6.000e+00  6.571e-11  0.000e+00  6.571e-11

128   0  6.400e+00  0.000e+00 -0.000e+00  2.005e-10  2.005e-10
128   4  6.400e+00  2.000e-01  5.312e-12  2.041e-10  2.042e-10
128   8  6.400e+00  4.000e-01  9.528e-12  2.147e-10  2.149e-10
128  12  6.400e+00  6.000e-01  1.127e-11  2.332e-10  2.335e-10
128  16  6.400e+00  8.000e-01  8.444e-12  2.612e-10  2.613e-10
128  20  6.400e+00  1.000e+00 -2.550e-12  3.011e-10  3.011e-10
128  24  6.400e+00  1.200e+00 -2.866e-11  3.567e-10  3.579e-10
128  28  6.400e+00  1.400e+00 -8.477e-11  4.328e-10  4.410e-10
128  32  6.400e+00  1.600e+00 -2.061e-10  5.293e-10  5.680e-10
128  36  6.400e+00  1.800e+00 -4.770e-10  5.994e-10  7.660e-10
128  40  6.400e+00  2.000e+00 -9.412e-10  3.460e-10  1.003e-09
128  44  6.400e+00  2.200e+00 -9.324e-10 -2.924e-10  9.772e-10
128  48  6.400e+00  2.400e+00 -4.633e-10 -5.384e-10  7.103e-10
128  52  6.400e+00  2.600e+00 -1.884e-10 -4.658e-10  5.025e-10
128  56  6.400e+00  2.800e+00 -6.155e-11 -3.670e-10  3.721e-10
128  60  6.400e+00  3.000e+00  6.437e-13 -2.877e-10  2.877e-10
128  64  6.400e+00  3.200e+00  3.310e-11 -2.276e-10  2.300e-10
128  68  6.400e+00  3.400e+00  5.058e-11 -1.819e-10  1.888e-10
128  72  6.400e+00  3.600e+00  5.993e-11 -1.465e-10  1.583e-10
128  76  6.400e+00  3.800e+00  6.465e-11 -1.187e-10  1.352e-10
128  80  6.400e+00  4.000e+00  6.666e-11 -9.652e-11  1.173e-10
128  84  6.400e+00  4.200e+00  6.708e-11 -7.859e-11  1.033e-10
128  88  6.400e+00  4.400e+00  6.662e-11 -6.392e-11  9.232e-11
128  92  6.400e+00  4.600e+00  6.569e-11 -5.174e-11  8.362e-11
128  96  6.400e+00  4.800e+00  6.457e-11 -4.150e-11  7.676e-11
128 100  6.400e+00  5.000e+00  6.344e-11 -3.274e-11  7.139e-11
128 104  6.400e+00  5.200e+00  6.240e-11 -2.510e-11  6.726e-11
128 108  6.400e+00  5.400e+00  6.153e-11 -1.831e-11  6.420e-11
128 112  6.400e+00  5.600e+00  6.088e-11 -1.211e-11  6.207e-11
128 116  6.400e+00  5.800e+00  6.046e-11 -6.305e-12  6.079e-11
128 120  6.400e+00  6.000e+00  6.030e-11  0.000e+00  6.030e-11

132   0  6.600e+00  0.000e+00 -0.000e+00  2.027e-10  2.027e-10
132   4  6.600e+00  2.000e-01 -9.820e-13  2.057e-10  2.057e-10
