# i   j          x          y        u_x        u_y        |u|
#-------------------------------------------------------------
176  28  8.800e+00  1.400e+00 -3.719e-11  7.541e-11  8.408e-11
176  32  8.800e+00  1.600e+00 -4.043e-11  6.730e-11  7.851e-11
176  36  8.800e+00  1.800e+00 -4.266e-11  5.853e-11  7.242e-11
176  40  8.800e+00  2.000e+00 -4.376e-11  4.934e-11  6.595e-11
176  44  8.800e+00  2.200e+00 -4.367e-11  4.006e-11  5.927e-11
176  48  8.800e+00  2.400e+00 -4.244e-11  3.101e-11  5.256e-11
176  52  8.800e+00  2.600e+00 -4.014e-11  2.247e-11  4.600e-11
176  56  8.800e+00  2.800e+00 -3.697e-11  1.471e-11  3.979e-11
176  60  8.800e+00  3.000e+00 -3.313e-11  7.894e-12  3.406e-11
176  64  8.800e+00  3.200e+00 -2.885e-11  2.140e-12  2.893e-11
176  68  8.800e+00  3.400e+00 -2.436e-11 -2.522e-12  2.450e-11
176  72  8.800e+00  3.600e+00 -1.986e-11 -6.117e-12  2.078e-11
176  76  8.800e+00  3.800e+00 -1.549e-11 -8.716e-12  1.778e-11
176  80  8.800e+00  4.000e+00 -1.139e-11 -1.041e-11  1.544e-11
176  84  8.800e+00  4.200e+00 -7.639e-12 -1.132e-11  1.366e-11
176  88  8.800e+00  4.400e+00 -4.280e-12 -1.155e-11  1.232e-11
176  92  8.800e+00  4.600e+00 -1.341e-12 -1.122e-11  1.130e-11
176  96  8.800e+00  4.800e+00  1.172e-12 -1.042e-11  1.049e-11
176 100  8.800e+00  5.000e+00  3.267e-12 -9.246e-12  9.806e-12
176 104  8.800e+00  5.200e+00  4.956e-12 -7.777e-12  9.222e-12
176 108  8.800e+00  5.400e+00  6.256e-12 -6.084e-12  8.727e-12
176 112  8.800e+00  5.600e+00  7.184e-12 -4.229e-12  8.336e-12
176 116  8.800e+00  5.800e+00  7.752e-12 -2.269e-12  8.077e-12
176 120  8.800e+00  6.000e+00  7.969e-12  0.000e+00  7.969e-12

180   0  9.000e+00  0.000e+00 -0.000e+00  9.757e-11  9.757e-11
180   4  9.000e+00  2.000e-01 -4.854e-12  9.701e-11  9.713e-11
180   8  9.000e+00  4.000e-01 -9.650e-12  9.542e-11  9.590e-11
180  12  9.000e+00  6.000e-01 -1.432e-11  9.277e-11  9.387e-11
180  16  9.000e+00  8.000e-01 -1.879e-11  8.907e-11  9.103e-11
180  20  9.000e+00  1.000e+00 -2.295e-11  8.436e-11  8.743e-11
180  24  9.000e+00  1.200e+00 -2.670e-11  7.869e-11  8.309e-11
180  28  9.000e+00  1.400e+00 -2.989e-11  7.214e-11  7.809e-11
180  32  9.000e+00  1.600e+00 -3.241e-11  6.487e-11  7.251e-11
180  36  9.000e+00  1.800e+00 -3.414e-11  5.704e-11  6.648e-11
180  40  9.000e+00  2.000e+00 -3.501e-11  4.888e-11  6.012e-11
180  44  9.000e+00  2.200e+00 -3.498e-11  4.063e-11  5.362e-11
180  48  9.000e+00  2.400e+00 -3.407e-11  3.255e-11  4.712e-11
180  52  9.000e+00  2.600e+00 -3.236e-11  2.487e-11  4.082e-11
180  56  9.000e+00  2.800e+00 -2.997e-11  1.780e-11  3.486e-11
180  60  9.000e+00  3.000e+00 -2.704e-11  1.149e-11  2.938e-11
180  64  9.000e+00  3.200e+00 -2.375e-11  6.039e-12  2.451e-11
180  68  9.000e+00  3.400e+00 -2.026e-11  1.496e-12  2.031e-11
180  72  9.000e+00  3.600e+00 -1.672e-11 -2.139e-12  1.685e-11
180  76  9.000e+00  3.800e+00 -1.325e-11 -4.904e-12  1.413e-11
180  80  9.000e+00  4.000e+00 -9.955e-12 -6.861e-12  1.209e-11
180  84  9.000e+00  4.200e+00 -6.908e-12 -8.092e-12  1.064e-11
180  88  9.000e+00  4.400e+00 -4.156e-12 -8.684e-12  9.628e-12
180  92  9.000e+00  4.600e+00 -1.728e-12 -8.727e-12  8.896e-12
180  96  9.000e+00  4.800e+00  3.655e-13 -8.307e-12  8.315e-12
180 100  9.000e+00  5.000e+00  2.122e-12 -7.506e-12  7.800e-12
180 104  9.000e+00  5.200e+00  3.546e-12 -6.399e-12  7.316e-12
180 108  9.000e+00  5.400e+00  4.648e-12 -5.055e-12  6.867e-12
180 112  9.000e+00  5.600e+00  5.437e-12 -3.538e-12  6.487e-12
180 116  9.000e+00  5.800e+00  5.922e-12 -1.905e-12  6.221e-12
180 120  9.000e+00  6.000e+00  6.107e-12  0.000e+00  6.107e-12

184   0  9.200e+00  0.000e+00 -0.000e+00  9.323e-11  9.323e-11
184   4  9.200e+00  2.000e-01 -3.822e-12  9.269e-11  9.277e-11
184   8  9.200e+00  4.000e-01 -7.590e-12  9.119e-11  9.150e-11
184  12  9.200e+00  6.000e-01 -1.125e-11  8.869e-11  8.940e-11
184  16  9.200e+00  8.000e-01 -1.472e-11  8.524e-11  8.650e-11
184  20  9.200e+00  1.000e+00 -1.794e-11  8.085e-11  8.282e-11
184  24  9.200e+00  1.200e+00 -2.082e-11  7.562e-11  7.843e-11
184  28  9.200e+00  1.400e+00 -2.326e-11  6.962e-11  7.340e-11
184  32  9.200e+00  1.600e+00 -2.518e-11  6.299e-11  6.784e-11
184  36  9.200e+00  1.800e+00 -2.650e-11  5.589e-11  6.185e-11
184  40  9.200e+00  2.000e+00 -2.718e-11  4.850e-11  5.559e-11
184  44  9.200e+00  2.200e+00 -2.718e-11  4.103e-11  4.922e-11
184  48  9.200e+00  2.400e+00 -2.652e-11  3.369e-11  4.288e-11
184  52  9.200e+00  2.600e+00 -2.527e-11  2.666e-11  3.674e-11
184  56  9.200e+00  2.800e+00 -2.350e-11  2.013e-11  3.094e-11
184  60  9.200e+00  3.000e+00 -2.132e-11  1.422e-11  2.562e-11
184  64  9.200e+00  3.200e+00 -1.885e-11  9.023e-12  2.089e-11
184  68  9.200e+00  3.400e+00 -1.620e-11  4.600e-12  1.684e-11
184  72  9.200e+00  3.600e+00 -1.350e-11  9.648e-13  1.353e-11
184  76  9.200e+00  3.800e+00 -1.082e-11 -1.901e-12  1.099e-11
184  80  9.200e+00  4.000e+00 -8.264e-12 -4.037e-12  9.197e-12
184  84  9.200e+00  4.200e+00 -5.878e-12 -5.501e-12  8.051e-12
184  88  9.200e+00  4.400e+00 -3.707e-12 -6.363e-12  7.364e-12
184  92  9.200e+00  4.600e+00 -1.777e-12 -6.695e-12  6.927e-12
184  96  9.200e+00  4.800e+00 -1.032e-13 -6.573e-12  6.574e-12
184 100  9.200e+00  5.000e+00  1.309e-12 -6.070e-12  6.209e-12
184 104  9.200e+00  5.200e+00  2.460e-12 -5.256e-12  5.803e-12
184 108  9.200e+00  5.400e+00  3.354e-12 -4.199e-12  5.374e-12
184 112  9.200e+00  5.600e+00  3.995e-12 -2.961e-12  4.973e-12
184 116  9.200e+00  5.800e+00  4.390e-12 -1.601e-12  4.673e-12
184 120  9.200e+00  6.000e+00  4.541e-12  0.000e+00  4.541e-12

188   0  9.400e+00  0.000e+00 -0.000e+00  8.989e-11  8.989e-11
188   4  9.400e+00  2.000e-01 -2.842e-12  8.938e-11  8.943e-11
188   8  9.400e+00  4.000e-01 -5.640e-12  8.795e-11  8.813e-11
188  12  9.400e+00  6.000e-01 -8.347e-12  8.559e-11  8.600e-11
188  16  9.400e+00  8.000e-01 -1.091e-11  8.232e-11  8.304e-11
188  20  9.400e+00  1.000e+00 -1.328e-11  7.821e-11  7.933e-11
188  24  9.400e+00  1.200e+00 -1.538e-11  7.331e-11  7.491e-11
188  28  9.400e+00  1.400e+00 -1.716e-11  6.773e-11  6.987e-11
188  32  9.400e+00  1.600e+00 -1.856e-11  6.159e-11  6.432e-11
188  36  9.400e+00  1.800e+00 -1.952e-11  5.502e-11  5.838e-11
188  40  9.400e+00  2.000e+00 -2.001e-11  4.820e-11  5.219e-11
188  44  9.400e+00  2.200e+00 -2.003e-11  4.131e-11  4.591e-11
188  48  9.400e+00  2.400e+00 -1.958e-11  3.450e-11  3.967e-11
188  52  9.400e+00  2.600e+00 -1.870e-11  2.796e-11  3.363e-11
188  56  9.400e+00  2.800e+00 -1.744e-11  2.182e-11  2.794e-11
188  60  9.400e+00  3.000e+00 -1.589e-11  1.622e-11  2.270e-11
188  64  9.400e+00  3.200e+00 -1.411e-11  1.123e-11  1.804e-11
188  68  9.400e+00  3.400e+00 -1.220e-11  6.913e-12  1.403e-11
188  72  9.400e+00  3.600e+00 -1.024e-11  3.295e-12  1.075e-11
188  76  9.400e+00  3.800e+00 -8.282e-12  3.704e-13  8.290e-12
188  80  9.400e+00  4.000e+00 -6.399e-12 -1.885e-12  6.670e-12
188  84  9.400e+00  4.200e+00 -4.631e-12 -3.514e-12  5.813e-12
188  88  9.400e+00  4.400e+00 -3.014e-12 -4.571e-12  5.475e-12
188  92  9.400e+00  4.600e+00 -1.569e-12 -5.117e-12  5.352e-12
188  96  9.400e+00  4.800e+00 -3.092e-13 -5.220e-12  5.229e-12
188 100  9.400e+00  5.000e+00  7.579e-13 -4.944e-12  5.002e-12
188 104  9.400e+00  5.200e+00  1.631e-12 -4.357e-12  4.652e-12
188 108  9.400e+00  5.400e+00  2.311e-12 -3.523e-12  4.213e-12
188 112  9.400e+00  5.600e+00  2.800e-12 -2.504e-12  3.756e-12
188 116  9.400e+00  5.800e+00  3.101e-12 -1.361e-12  3.387e-12
188 120  9.400e+00  6.000e+00  3.217e-12  0.000e+00  3.217e-12

192   0  9.600e+00  0.000e+00 -0.000e+00  8.751e-11  8.751e-11
192   4  9.600e+00  2.000e-01 -1.905e-12  8.703e-11  8.705e-11
192   8  9.600e+00  4.000e-01 -3.779e-12  8.565e-11  8.574e-11
192  12  9.600e+00  6.000e-01 -5.590e-12  8.339e-11  8.357e-11
192  16  9.600e+00  8.000e-01 -7.301e-12  8.027e-11  8.060e-11
192  20  9.600e+00  1.000e+00 -8.874e-12  7.634e-11  7.686e-11
192  24  9.600e+00  1.200e+00 -1.027e-11  7.169e-11  7.242e-11
192  28  9.600e+00  1.400e+00 -1.145e-11  6.641e-11  6.739e-11
192  32  9.600e+00  1.600e+00 -1.237e-11  6.060e-11  6.185e-11
192  36  9.600e+00  1.800e+00 -1.301e-11  5.442e-11  5.595e-11
192  40  9.600e+00  2.000e+00 -1.334e-11  4.799e-11  4.981e-11
192  44  9.600e+00  2.200e+00 -1.335e-11  4.148e-11  4.358e-11
192  48  9.600e+00  2.400e+00 -1.307e-11  3.505e-11  3.741e-11
192  52  9.600e+00  2.600e+00 -1.250e-11  2.884e-11  3.143e-11
192  56  9.600e+00  2.800e+00 -1.169e-11  2.299e-11  2.579e-11
192  60  9.600e+00  3.000e+00 -1.067e-11  1.760e-11  2.058e-11
192  64  9.600e+00  3.200e+00 -9.514e-12  1.276e-11  1.591e-11
192  68  9.600e+00  3.400e+00 -8.260e-12  8.524e-12  1.187e-11
192  72  9.600e+00  3.600e+00 -6.963e-12  4.926e-12  8.529e-12
192  76  9.600e+00  3.800e+00 -5.668e-12  1.970e-12  6.001e-12
192  80  9.600e+00  4.000e+00 -4.414e-12 -3.614e-13  4.429e-12
192  84  9.600e+00  4.200e+00 -3.233e-12 -2.099e-12  3.855e-12
192  88  9.600e+00  4.400e+00 -2.147e-12 -3.289e-12  3.928e-12
192  92  9.600e+00  4.600e+00 -1.174e-12 -3.984e-12  4.154e-12
192  96  9.600e+00  4.800e+00 -3.221e-13 -4.244e-12  4.256e-12
192 100  9.600e+00  5.000e+00  4.016e-13 -4.130e-12  4.149e-12
192 104  9.600e+00  5.200e+00  9.950e-13 -3.705e-12  3.836e-12
192 108  9.600e+00  5.400e+00  1.458e-12 -3.032e-12  3.364e-12
192 112  9.600e+00  5.600e+00  1.792e-12 -2.172e-12  2.816e-12
192 116  9.600e+00  5.800e+00  1.998e-12 -1.186e-12  2.323e-12
192 120  9.600e+00  6.000e+00  2.077e-12  0.000e+00  2.077e-12

196   0  9.800e+00  0.000e+00 -0.000e+00  8.606e-11  8.606e-11
196   4  9.800e+00  2.000e-01 -9.996e-13  8.558e-11  8.559e-11
196   8  9.800e+00  4.000e-01 -1.982e-12  8.425e-11  8.427e-11
196  12  9.800e+00  6.000e-01 -2.931e-12  8.204e-11  8.210e-11
196  16  9.800e+00  8.000e-01 -3.826e-12  7.901e-11  7.911e-11
196  20  9.800e+00  1.000e+00 -4.647e-12  7.521e-11  7.536e-11
196  24  9.800e+00  1.200e+00 -5.375e-12  7.071e-11  7.092e-11
196  28  9.800e+00  1.400e+00 -5.988e-12  6.561e-11  6.588e-11
196  32  9.800e+00  1.600e+00 -6.468e-12  6.001e-11  6.036e-11
196  36  9.800e+00  1.800e+00 -6.800e-12  5.405e-11  5.447e-11
196  40  9.800e+00  2.000e+00 -6.973e-12  4.786e-11  4.836e-11
196  44  9.800e+00  2.200e+00 -6.984e-12  4.158e-11  4.217e-11
196  48  9.800e+00  2.400e+00 -6.839e-12  3.537e-11  3.603e-11
196  52  9.800e+00  2.600e+00 -6.548e-12  2.937e-11  3.009e-11
196  56  9.800e+00  2.800e+00 -6.131e-12  2.368e-11  2.446e-11
196  60  9.800e+00  3.000e+00 -5.609e-12  1.842e-11  1.926e-11
196  64  9.800e+00  3.200e+00 -5.010e-12  1.368e-11  1.456e-11
196  68  9.800e+00  3.400e+00 -4.360e-12  9.495e-12  1.045e-11
196  72  9.800e+00  3.600e+00 -3.686e-12  5.913e-12  6.968e-12
196  76  9.800e+00  3.800e+00 -3.012e-12  2.941e-12  4.209e-12
196  80  9.800e+00  4.000e+00 -2.357e-12  5.671e-13  2.424e-12
196  84  9.800e+00  4.200e+00 -1.738e-12 -1.234e-12  2.132e-12
196  88  9.800e+00  4.400e+00 -1.168e-12 -2.503e-12  2.762e-12
196  92  9.800e+00  4.600e+00 -6.557e-13 -3.287e-12  3.352e-12
196  96  9.800e+00  4.800e+00 -2.066e-13 -3.642e-12  3.648e-12
196 100  9.800e+00  5.000e+00  1.757e-13 -3.627e-12  3.631e-12
196 104  9.800e+00  5.200e+00  4.898e-13 -3.301e-12  3.337e-12
196 108  9.800e+00  5.400e+00  7.352e-13 -2.727e-12  2.824e-12
196 112  9.800e+00  5.600e+00  9.122e-13 -1.965e-12  2.167e-12
196 116  9.800e+00  5.800e+00  1.021e-12 -1.077e-12  1.484e-12
196 120  9.800e+00  6.000e+00  1.063e-12  0.000e+00  1.063e-12

200   0  1.000e+01  0.000e+00  0.000e+00  8.550e-11  8.550e-11
200   4  1.000e+01  2.000e-01  0.000e+00  8.503e-11  8.503e-11
200   8  1.000e+01  4.000e-01  0.000e+00  8.371e-11  8.371e-11
200  12  1.000e+01  6.000e-01  0.000e+00  8.153e-11  8.153e-11
200  16  1.000e+01  8.000e-01  0.000e+00  7.854e-11  7.854e-11
200  20  1.000e+01  1.000e+00  0.000e+00  7.478e-11  7.478e-11
200  24  1.000e+01  1.200e+00  0.000e+00  7.034e-11  7.034e-11
200  28  1.000e+01  1.400e+00  0.000e+00  6.530e-11  6.530e-11
200  32  1.000e+01  1.600e+00  0.000e+00  5.979e-11  5.979e-11
200  36  1.000e+01  1.800e+00  0.000e+00  5.391e-11  5.391e-11
200  40  1.000e+01  2.000e+00  0.000e+00  4.781e-11  4.781e-11
200  44  1.000e+01  2.200e+00  0.000e+00  4.162e-11  4.162e-11
200  48  1.000e+01  2.400e+00  0.000e+00  3.550e-11  3.550e-11
200  52  1.000e+01  2.600e+00  0.000e+00  2.956e-11  2.956e-11
200  56  1.000e+01  2.800e+00  0.000e+00  2.394e-11  2.394e-11
200  60  1.000e+01  3.000e+00  0.000e+00  1.874e-11  1.874e-11
200  64  1.000e+01  3.200e+00  0.000e+00  1.402e-11  1.402e-11
200  68  1.000e+01  3.400e+00  0.000e+00  9.863e-12  9.863e-12
200  72  1.000e+01  3.600e+00  0.000e+00  6.289e-12  6.289e-12
200  76  1.000e+01  3.800e+00  0.000e+00  3.311e-12  3.311e-12
200  80  1.000e+01  4.000e+00  0.000e+00  9.212e-13  9.212e-13
200  84  1.000e+01  4.200e+00  0.000e+00 -9.039e-13  9.039e-13
200  88  1.000e+01  4.400e+00  0.000e+00 -2.202e-12  2.202e-12
200  92  1.000e+01  4.600e+00  0.000e+00 -3.020e-12  3.020e-12
200  96  1.000e+01  4.800e+00  0.000e+00 -3.411e-12  3.411e-12
200 100  1.000e+01  5.000e+00  0.000e+00 -3.433e-12  3.433e-12
200 104  1.000e+01  5.200e+00  0.000e+00 -3.146e-12  3.146e-12
200 108  1.000e+01  5.400e+00  0.000e+00 -2.610e-12  2.610e-12
200 112  1.000e+01  5.600e+00  0.000e+00 -1.886e-12  1.886e-12
200 116  1.000e+01  5.800e+00  0.000e+00 -1.035e-12  1.035e-12
200 120  1.000e+01  6.000e+00  0.000e+00  0.000e+00  0.000e+00

